date,Biomass  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW],Other  - Actual Aggregated [MW]
2015/01/01 00:00,310.0,575.0,1757.0,619.0,1038.0,1046.0,0.0,513.0,48.0
2015/01/01 01:00,307.0,454.0,1757.0,554.0,967.0,705.0,0.0,513.0,43.0
2015/01/01 02:00,310.0,446.0,1757.0,308.0,568.0,474.0,0.0,551.0,41.0
2015/01/01 03:00,316.0,446.0,1756.0,0.0,392.0,401.0,0.0,597.0,41.0
2015/01/01 04:00,315.0,448.0,1757.0,0.0,404.0,168.0,0.0,706.0,41.0
2015/01/01 05:00,316.0,448.0,1758.0,0.0,410.0,152.0,0.0,721.0,40.0
2015/01/01 06:00,316.0,448.0,1758.0,0.0,569.0,125.0,0.0,765.0,41.0
2015/01/01 07:00,323.0,449.0,1757.0,0.0,632.0,249.0,0.0,726.0,41.0
2015/01/01 08:00,320.0,449.0,1648.0,17.0,534.0,419.0,0.0,866.0,42.0
2015/01/01 09:00,321.0,448.0,1423.0,22.0,754.0,384.0,51.0,845.0,41.0
2015/01/01 10:00,325.0,445.0,1384.0,22.0,759.0,259.0,177.0,801.0,42.0
2015/01/01 11:00,326.0,441.0,1385.0,22.0,636.0,267.0,253.0,777.0,41.0
2015/01/01 12:00,328.0,435.0,1395.0,154.0,665.0,296.0,279.0,623.0,42.0
2015/01/01 13:00,328.0,432.0,1522.0,189.0,690.0,293.0,290.0,352.0,41.0
2015/01/01 14:00,323.0,427.0,1721.0,226.0,548.0,645.0,283.0,218.0,41.0
2015/01/01 15:00,320.0,395.0,1757.0,169.0,492.0,433.0,258.0,132.0,39.0
2015/01/01 16:00,323.0,494.0,1757.0,179.0,332.0,469.0,196.0,89.0,40.0
2015/01/01 17:00,327.0,557.0,1755.0,303.0,441.0,786.0,75.0,114.0,40.0
2015/01/01 18:00,324.0,701.0,1755.0,935.0,844.0,1184.0,2.0,167.0,39.0
2015/01/01 19:00,326.0,774.0,1755.0,1130.0,1012.0,1240.0,0.0,223.0,41.0
2015/01/01 20:00,321.0,785.0,1756.0,1142.0,997.0,1244.0,0.0,274.0,40.0
2015/01/01 21:00,317.0,811.0,1757.0,1100.0,1072.0,1240.0,0.0,240.0,40.0
2015/01/01 22:00,315.0,809.0,1757.0,1091.0,996.0,1245.0,0.0,226.0,40.0
2015/01/01 23:00,313.0,801.0,1756.0,969.0,1060.0,881.0,0.0,188.0,39.0
2015/01/02 00:00,312.0,565.0,1756.0,123.0,990.0,468.0,0.0,151.0,39.0
2015/01/02 01:00,315.0,441.0,1753.0,58.0,734.0,287.0,0.0,145.0,39.0
2015/01/02 02:00,314.0,447.0,1708.0,14.0,824.0,271.0,0.0,188.0,40.0
2015/01/02 03:00,317.0,448.0,1566.0,1.0,482.0,216.0,0.0,244.0,40.0
2015/01/02 04:00,319.0,447.0,1578.0,2.0,548.0,209.0,0.0,289.0,40.0
2015/01/02 05:00,314.0,449.0,1562.0,21.0,595.0,202.0,0.0,303.0,39.0
2015/01/02 06:00,319.0,495.0,1699.0,21.0,792.0,432.0,0.0,344.0,40.0
2015/01/02 07:00,317.0,558.0,1756.0,206.0,973.0,288.0,0.0,416.0,41.0
2015/01/02 08:00,316.0,734.0,1756.0,292.0,872.0,397.0,0.0,471.0,39.0
2015/01/02 09:00,318.0,949.0,1756.0,712.0,948.0,872.0,52.0,504.0,44.0
2015/01/02 10:00,306.0,1077.0,1756.0,955.0,1063.0,1043.0,178.0,489.0,49.0
2015/01/02 11:00,304.0,1245.0,1756.0,628.0,1075.0,1104.0,250.0,367.0,49.0
2015/01/02 12:00,294.0,1248.0,1756.0,634.0,1154.0,1102.0,276.0,178.0,48.0
2015/01/02 13:00,295.0,1239.0,1756.0,565.0,1153.0,966.0,283.0,76.0,49.0
2015/01/02 14:00,298.0,1232.0,1756.0,514.0,1142.0,622.0,268.0,25.0,50.0
2015/01/02 15:00,281.0,1313.0,1755.0,553.0,1203.0,645.0,246.0,22.0,49.0
2015/01/02 16:00,274.0,1368.0,1755.0,768.0,1183.0,642.0,189.0,43.0,51.0
2015/01/02 17:00,271.0,1506.0,1755.0,536.0,1135.0,647.0,74.0,106.0,50.0
2015/01/02 18:00,275.0,1580.0,1755.0,890.0,1397.0,1178.0,3.0,235.0,51.0
2015/01/02 19:00,274.0,1713.0,1755.0,1016.0,1457.0,1177.0,0.0,274.0,49.0
2015/01/02 20:00,274.0,1720.0,1755.0,1025.0,1554.0,1179.0,0.0,277.0,50.0
2015/01/02 21:00,276.0,1726.0,1755.0,849.0,1464.0,1169.0,0.0,235.0,50.0
2015/01/02 22:00,268.0,1718.0,1756.0,429.0,1441.0,781.0,0.0,275.0,50.0
2015/01/02 23:00,268.0,1635.0,1755.0,371.0,1399.0,632.0,0.0,274.0,49.0
2015/01/03 00:00,271.0,1061.0,1756.0,30.0,990.0,454.0,0.0,285.0,42.0
2015/01/03 01:00,281.0,672.0,1722.0,30.0,587.0,255.0,0.0,265.0,40.0
2015/01/03 02:00,287.0,664.0,1592.0,1.0,551.0,137.0,0.0,266.0,41.0
2015/01/03 03:00,284.0,665.0,1540.0,0.0,439.0,133.0,0.0,261.0,40.0
2015/01/03 04:00,287.0,666.0,1542.0,0.0,409.0,133.0,0.0,237.0,39.0
2015/01/03 05:00,290.0,666.0,1536.0,0.0,644.0,124.0,0.0,209.0,40.0
2015/01/03 06:00,291.0,666.0,1527.0,0.0,671.0,146.0,0.0,182.0,41.0
2015/01/03 07:00,285.0,668.0,1620.0,36.0,781.0,300.0,0.0,167.0,41.0
2015/01/03 08:00,304.0,668.0,1678.0,67.0,890.0,475.0,0.0,188.0,39.0
2015/01/03 09:00,317.0,727.0,1755.0,280.0,1076.0,626.0,51.0,188.0,41.0
2015/01/03 10:00,327.0,832.0,1754.0,388.0,1188.0,1036.0,176.0,164.0,42.0
2015/01/03 11:00,320.0,902.0,1754.0,227.0,1057.0,878.0,252.0,130.0,40.0
2015/01/03 12:00,330.0,900.0,1754.0,184.0,1012.0,877.0,283.0,79.0,42.0
2015/01/03 13:00,327.0,828.0,1755.0,212.0,1170.0,482.0,289.0,38.0,42.0
2015/01/03 14:00,326.0,727.0,1755.0,90.0,1068.0,437.0,282.0,36.0,42.0
2015/01/03 15:00,327.0,669.0,1755.0,0.0,961.0,299.0,257.0,42.0,42.0
2015/01/03 16:00,328.0,664.0,1754.0,0.0,948.0,302.0,199.0,41.0,42.0
2015/01/03 17:00,324.0,665.0,1753.0,1.0,1001.0,369.0,80.0,49.0,41.0
2015/01/03 18:00,322.0,773.0,1753.0,275.0,1022.0,925.0,2.0,65.0,42.0
2015/01/03 19:00,319.0,860.0,1756.0,741.0,1015.0,1112.0,0.0,97.0,41.0
2015/01/03 20:00,322.0,916.0,1756.0,806.0,1120.0,1077.0,0.0,91.0,41.0
2015/01/03 21:00,319.0,912.0,1754.0,466.0,1181.0,1018.0,0.0,84.0,41.0
2015/01/03 22:00,324.0,911.0,1754.0,529.0,1087.0,795.0,0.0,88.0,40.0
2015/01/03 23:00,321.0,744.0,1755.0,232.0,1019.0,651.0,0.0,102.0,41.0
2015/01/04 00:00,317.0,717.0,1755.0,11.0,826.0,334.0,0.0,113.0,41.0
2015/01/04 01:00,312.0,564.0,1755.0,0.0,586.0,277.0,0.0,116.0,39.0
2015/01/04 02:00,319.0,446.0,1756.0,0.0,556.0,233.0,0.0,121.0,42.0
2015/01/04 03:00,319.0,446.0,1756.0,0.0,493.0,212.0,0.0,128.0,40.0
2015/01/04 04:00,315.0,445.0,1705.0,0.0,397.0,124.0,0.0,106.0,39.0
2015/01/04 05:00,311.0,447.0,1753.0,0.0,453.0,122.0,0.0,100.0,39.0
2015/01/04 06:00,315.0,451.0,1753.0,33.0,500.0,124.0,0.0,92.0,40.0
2015/01/04 07:00,308.0,451.0,1755.0,36.0,640.0,312.0,0.0,88.0,40.0
2015/01/04 08:00,303.0,451.0,1755.0,77.0,656.0,391.0,0.0,98.0,41.0
2015/01/04 09:00,309.0,452.0,1755.0,123.0,670.0,367.0,49.0,125.0,42.0
2015/01/04 10:00,316.0,449.0,1754.0,84.0,816.0,300.0,171.0,151.0,41.0
2015/01/04 11:00,320.0,443.0,1754.0,73.0,793.0,332.0,244.0,167.0,40.0
2015/01/04 12:00,322.0,437.0,1755.0,111.0,704.0,217.0,280.0,156.0,42.0
2015/01/04 13:00,315.0,434.0,1756.0,111.0,735.0,332.0,288.0,130.0,41.0
2015/01/04 14:00,312.0,430.0,1756.0,136.0,642.0,327.0,282.0,130.0,42.0
2015/01/04 15:00,317.0,428.0,1726.0,67.0,635.0,208.0,257.0,120.0,42.0
2015/01/04 16:00,317.0,428.0,1753.0,66.0,727.0,206.0,200.0,157.0,43.0
2015/01/04 17:00,322.0,430.0,1754.0,103.0,841.0,374.0,81.0,243.0,43.0
2015/01/04 18:00,324.0,430.0,1754.0,763.0,1005.0,577.0,2.0,317.0,43.0
2015/01/04 19:00,325.0,434.0,1755.0,1114.0,1326.0,1037.0,0.0,338.0,42.0
2015/01/04 20:00,325.0,437.0,1756.0,1127.0,1394.0,1111.0,0.0,367.0,42.0
2015/01/04 21:00,324.0,438.0,1755.0,1126.0,1560.0,1225.0,0.0,349.0,42.0
2015/01/04 22:00,321.0,439.0,1755.0,1081.0,1256.0,1167.0,0.0,358.0,41.0
2015/01/04 23:00,317.0,448.0,1756.0,892.0,916.0,1004.0,0.0,367.0,41.0
2015/01/05 00:00,310.0,454.0,1755.0,477.0,796.0,543.0,0.0,382.0,41.0
2015/01/05 01:00,304.0,456.0,1756.0,162.0,637.0,307.0,0.0,394.0,42.0
2015/01/05 02:00,309.0,457.0,1756.0,14.0,404.0,235.0,0.0,365.0,42.0
2015/01/05 03:00,306.0,457.0,1756.0,0.0,620.0,179.0,0.0,308.0,40.0
2015/01/05 04:00,307.0,455.0,1756.0,0.0,559.0,172.0,0.0,278.0,39.0
2015/01/05 05:00,308.0,455.0,1755.0,15.0,600.0,174.0,0.0,235.0,40.0
2015/01/05 06:00,312.0,522.0,1756.0,175.0,676.0,362.0,0.0,199.0,41.0
2015/01/05 07:00,315.0,669.0,1757.0,291.0,942.0,651.0,0.0,153.0,42.0
2015/01/05 08:00,309.0,1013.0,1756.0,483.0,1097.0,766.0,0.0,117.0,44.0
2015/01/05 09:00,313.0,1190.0,1755.0,590.0,1273.0,888.0,41.0,89.0,42.0
2015/01/05 10:00,306.0,1367.0,1754.0,619.0,1347.0,1026.0,143.0,49.0,41.0
2015/01/05 11:00,300.0,1370.0,1754.0,536.0,1462.0,876.0,211.0,31.0,48.0
2015/01/05 12:00,300.0,1354.0,1755.0,424.0,1289.0,638.0,254.0,49.0,50.0
2015/01/05 13:00,303.0,1339.0,1755.0,343.0,1307.0,726.0,267.0,87.0,50.0
2015/01/05 14:00,306.0,1337.0,1755.0,231.0,1175.0,409.0,255.0,94.0,51.0
2015/01/05 15:00,310.0,1216.0,1754.0,107.0,1245.0,385.0,233.0,137.0,51.0
2015/01/05 16:00,302.0,1213.0,1755.0,0.0,1387.0,324.0,176.0,191.0,50.0
2015/01/05 17:00,309.0,1331.0,1755.0,1.0,1426.0,494.0,65.0,294.0,52.0
2015/01/05 18:00,309.0,1283.0,1755.0,587.0,1449.0,831.0,1.0,374.0,50.0
2015/01/05 19:00,309.0,1352.0,1755.0,747.0,1622.0,1052.0,0.0,393.0,51.0
2015/01/05 20:00,314.0,1356.0,1755.0,627.0,1613.0,835.0,0.0,315.0,51.0
2015/01/05 21:00,318.0,1356.0,1755.0,592.0,1440.0,954.0,0.0,214.0,50.0
2015/01/05 22:00,316.0,1359.0,1755.0,237.0,1453.0,936.0,0.0,248.0,51.0
2015/01/05 23:00,318.0,1352.0,1756.0,114.0,1307.0,829.0,0.0,342.0,51.0
2015/01/06 00:00,314.0,942.0,1756.0,150.0,1069.0,718.0,0.0,392.0,50.0
2015/01/06 01:00,313.0,477.0,1757.0,28.0,717.0,271.0,0.0,432.0,43.0
2015/01/06 02:00,319.0,467.0,1757.0,0.0,561.0,172.0,0.0,374.0,42.0
2015/01/06 03:00,325.0,467.0,1757.0,2.0,614.0,172.0,0.0,312.0,41.0
2015/01/06 04:00,325.0,469.0,1755.0,23.0,608.0,153.0,0.0,277.0,41.0
2015/01/06 05:00,321.0,470.0,1757.0,24.0,648.0,152.0,0.0,217.0,41.0
2015/01/06 06:00,321.0,467.0,1757.0,23.0,575.0,153.0,0.0,212.0,42.0
2015/01/06 07:00,318.0,487.0,1758.0,25.0,631.0,183.0,0.0,339.0,44.0
2015/01/06 08:00,317.0,764.0,1758.0,22.0,997.0,290.0,0.0,337.0,47.0
2015/01/06 09:00,319.0,1180.0,1757.0,3.0,1181.0,540.0,12.0,264.0,48.0
2015/01/06 10:00,318.0,1316.0,1756.0,230.0,1254.0,1046.0,73.0,188.0,49.0
2015/01/06 11:00,322.0,1361.0,1756.0,331.0,1356.0,986.0,130.0,128.0,49.0
2015/01/06 12:00,320.0,1350.0,1758.0,220.0,1172.0,747.0,190.0,74.0,50.0
2015/01/06 13:00,322.0,1347.0,1757.0,154.0,1138.0,506.0,227.0,45.0,50.0
2015/01/06 14:00,318.0,1291.0,1757.0,93.0,1117.0,370.0,238.0,46.0,50.0
2015/01/06 15:00,322.0,1338.0,1756.0,24.0,1022.0,378.0,233.0,34.0,51.0
2015/01/06 16:00,313.0,1339.0,1756.0,24.0,1038.0,440.0,187.0,60.0,51.0
2015/01/06 17:00,312.0,1345.0,1756.0,26.0,1020.0,549.0,61.0,95.0,50.0
2015/01/06 18:00,313.0,1354.0,1756.0,379.0,1290.0,699.0,2.0,191.0,51.0
2015/01/06 19:00,316.0,1367.0,1755.0,672.0,1424.0,982.0,0.0,310.0,50.0
2015/01/06 20:00,319.0,1376.0,1671.0,795.0,1446.0,991.0,0.0,440.0,50.0
2015/01/06 21:00,322.0,1396.0,1486.0,756.0,1365.0,786.0,0.0,532.0,50.0
2015/01/06 22:00,318.0,1405.0,1461.0,230.0,1202.0,591.0,0.0,658.0,50.0
2015/01/06 23:00,316.0,1368.0,1462.0,85.0,1193.0,348.0,0.0,639.0,50.0
2015/01/07 00:00,316.0,1097.0,1463.0,51.0,1120.0,362.0,0.0,648.0,50.0
2015/01/07 01:00,312.0,759.0,1461.0,17.0,833.0,306.0,0.0,586.0,43.0
2015/01/07 02:00,315.0,812.0,1460.0,0.0,665.0,274.0,0.0,444.0,43.0
2015/01/07 03:00,309.0,854.0,1460.0,2.0,538.0,257.0,0.0,331.0,43.0
2015/01/07 04:00,306.0,865.0,1460.0,96.0,490.0,267.0,0.0,231.0,42.0
2015/01/07 05:00,310.0,832.0,1461.0,118.0,624.0,269.0,0.0,198.0,43.0
2015/01/07 06:00,309.0,894.0,1461.0,237.0,706.0,263.0,0.0,321.0,42.0
2015/01/07 07:00,313.0,1226.0,1461.0,216.0,1420.0,804.0,0.0,324.0,46.0
2015/01/07 08:00,311.0,1609.0,1461.0,772.0,1600.0,1089.0,0.0,343.0,50.0
2015/01/07 09:00,309.0,1858.0,1460.0,487.0,1503.0,1109.0,18.0,403.0,50.0
2015/01/07 10:00,307.0,2087.0,1460.0,626.0,1765.0,1045.0,66.0,335.0,51.0
2015/01/07 11:00,313.0,2261.0,1460.0,746.0,1741.0,876.0,105.0,242.0,50.0
2015/01/07 12:00,312.0,2286.0,1461.0,762.0,1831.0,862.0,128.0,179.0,51.0
2015/01/07 13:00,313.0,2216.0,1460.0,431.0,1753.0,745.0,135.0,111.0,51.0
2015/01/07 14:00,318.0,2147.0,1459.0,3.0,1652.0,224.0,142.0,68.0,50.0
2015/01/07 15:00,310.0,2210.0,1461.0,77.0,1622.0,351.0,145.0,49.0,49.0
2015/01/07 16:00,312.0,2055.0,1461.0,116.0,1721.0,410.0,129.0,62.0,51.0
2015/01/07 17:00,308.0,2193.0,1460.0,502.0,1719.0,840.0,56.0,79.0,51.0
2015/01/07 18:00,309.0,2302.0,1459.0,1011.0,1790.0,926.0,2.0,89.0,50.0
2015/01/07 19:00,302.0,2375.0,1460.0,1067.0,1875.0,993.0,0.0,96.0,49.0
2015/01/07 20:00,307.0,2397.0,1460.0,972.0,1856.0,879.0,0.0,113.0,51.0
2015/01/07 21:00,308.0,2428.0,1460.0,574.0,1742.0,693.0,0.0,100.0,50.0
2015/01/07 22:00,307.0,2387.0,1460.0,266.0,1670.0,518.0,0.0,76.0,51.0
2015/01/07 23:00,305.0,2068.0,1461.0,99.0,1600.0,384.0,0.0,54.0,50.0
2015/01/08 00:00,310.0,1547.0,1460.0,0.0,1306.0,276.0,0.0,64.0,50.0
2015/01/08 01:00,309.0,1006.0,1460.0,0.0,1014.0,267.0,0.0,67.0,42.0
2015/01/08 02:00,315.0,956.0,1460.0,0.0,638.0,202.0,0.0,84.0,43.0
2015/01/08 03:00,322.0,934.0,1461.0,0.0,568.0,179.0,0.0,83.0,43.0
2015/01/08 04:00,315.0,944.0,1461.0,0.0,357.0,149.0,0.0,84.0,42.0
2015/01/08 05:00,321.0,894.0,1460.0,0.0,430.0,143.0,0.0,106.0,42.0
2015/01/08 06:00,323.0,958.0,1461.0,0.0,836.0,144.0,0.0,124.0,41.0
2015/01/08 07:00,320.0,1488.0,1461.0,160.0,1590.0,388.0,0.0,109.0,43.0
2015/01/08 08:00,325.0,2065.0,1461.0,274.0,1641.0,823.0,0.0,138.0,46.0
2015/01/08 09:00,330.0,2309.0,1461.0,919.0,1717.0,1118.0,29.0,171.0,46.0
2015/01/08 10:00,323.0,2305.0,1460.0,1006.0,1683.0,1084.0,100.0,217.0,46.0
2015/01/08 11:00,318.0,2281.0,1460.0,533.0,1662.0,1030.0,185.0,239.0,45.0
2015/01/08 12:00,324.0,2300.0,1460.0,266.0,1687.0,672.0,245.0,211.0,45.0
2015/01/08 13:00,321.0,2288.0,1460.0,162.0,1582.0,591.0,283.0,147.0,45.0
2015/01/08 14:00,318.0,2198.0,1460.0,87.0,1442.0,369.0,284.0,96.0,45.0
2015/01/08 15:00,327.0,2218.0,1458.0,30.0,1448.0,367.0,257.0,69.0,45.0
2015/01/08 16:00,327.0,2372.0,1459.0,95.0,1532.0,404.0,202.0,66.0,46.0
2015/01/08 17:00,323.0,2499.0,1459.0,178.0,1572.0,519.0,86.0,79.0,46.0
2015/01/08 18:00,321.0,2479.0,1459.0,311.0,1606.0,647.0,3.0,172.0,46.0
2015/01/08 19:00,328.0,2643.0,1459.0,573.0,1694.0,986.0,0.0,332.0,46.0
2015/01/08 20:00,327.0,2674.0,1460.0,278.0,1548.0,765.0,0.0,560.0,48.0
2015/01/08 21:00,326.0,2400.0,1459.0,218.0,1371.0,573.0,0.0,755.0,48.0
2015/01/08 22:00,322.0,1636.0,1459.0,47.0,1394.0,522.0,0.0,1010.0,48.0
2015/01/08 23:00,316.0,1222.0,1460.0,2.0,1040.0,328.0,0.0,1287.0,49.0
2015/01/09 00:00,314.0,961.0,1448.0,0.0,777.0,310.0,0.0,1546.0,49.0
2015/01/09 01:00,323.0,689.0,1434.0,0.0,605.0,188.0,0.0,1950.0,43.0
2015/01/09 02:00,320.0,662.0,1334.0,0.0,289.0,93.0,0.0,2255.0,41.0
2015/01/09 03:00,321.0,639.0,1258.0,0.0,150.0,92.0,0.0,2382.0,39.0
2015/01/09 04:00,318.0,737.0,897.0,0.0,334.0,92.0,0.0,2358.0,39.0
2015/01/09 05:00,321.0,766.0,1128.0,0.0,349.0,92.0,0.0,2022.0,40.0
2015/01/09 06:00,320.0,879.0,1450.0,0.0,486.0,142.0,0.0,1687.0,41.0
2015/01/09 07:00,320.0,1402.0,1463.0,4.0,1238.0,316.0,0.0,1441.0,45.0
2015/01/09 08:00,320.0,1860.0,1462.0,388.0,1515.0,537.0,0.0,1234.0,50.0
2015/01/09 09:00,315.0,2174.0,1461.0,663.0,1565.0,850.0,47.0,1000.0,50.0
2015/01/09 10:00,319.0,2327.0,1461.0,769.0,1635.0,856.0,174.0,795.0,50.0
2015/01/09 11:00,320.0,2327.0,1462.0,595.0,1582.0,699.0,253.0,505.0,49.0
2015/01/09 12:00,322.0,2316.0,1482.0,323.0,1373.0,556.0,287.0,321.0,49.0
2015/01/09 13:00,325.0,2278.0,1533.0,182.0,1327.0,352.0,297.0,228.0,50.0
2015/01/09 14:00,324.0,2264.0,1531.0,79.0,1247.0,259.0,291.0,129.0,50.0
2015/01/09 15:00,325.0,2324.0,1462.0,168.0,1039.0,268.0,267.0,116.0,48.0
2015/01/09 16:00,331.0,2245.0,1461.0,270.0,1081.0,367.0,210.0,131.0,49.0
2015/01/09 17:00,327.0,2288.0,1463.0,266.0,1323.0,408.0,92.0,179.0,46.0
2015/01/09 18:00,325.0,2426.0,1460.0,328.0,1365.0,735.0,4.0,348.0,50.0
2015/01/09 19:00,324.0,2431.0,1637.0,544.0,1451.0,862.0,0.0,476.0,49.0
2015/01/09 20:00,323.0,2424.0,1756.0,244.0,1418.0,683.0,0.0,572.0,49.0
2015/01/09 21:00,321.0,2176.0,1699.0,327.0,1305.0,385.0,0.0,831.0,49.0
2015/01/09 22:00,324.0,1691.0,1756.0,139.0,1211.0,249.0,0.0,1029.0,46.0
2015/01/09 23:00,326.0,1216.0,1756.0,88.0,974.0,161.0,0.0,1234.0,49.0
2015/01/10 00:00,325.0,919.0,1756.0,0.0,822.0,115.0,0.0,1284.0,49.0
2015/01/10 01:00,323.0,904.0,1757.0,0.0,706.0,110.0,0.0,1064.0,49.0
2015/01/10 02:00,320.0,861.0,1756.0,33.0,473.0,93.0,0.0,880.0,51.0
2015/01/10 03:00,314.0,832.0,1757.0,33.0,484.0,93.0,0.0,739.0,49.0
2015/01/10 04:00,314.0,707.0,1604.0,0.0,424.0,93.0,0.0,610.0,50.0
2015/01/10 05:00,319.0,683.0,1468.0,0.0,414.0,93.0,0.0,486.0,49.0
2015/01/10 06:00,319.0,697.0,1463.0,0.0,431.0,93.0,0.0,430.0,48.0
2015/01/10 07:00,314.0,628.0,1463.0,59.0,608.0,113.0,0.0,432.0,50.0
2015/01/10 08:00,311.0,669.0,1465.0,58.0,918.0,246.0,0.0,367.0,50.0
2015/01/10 09:00,313.0,734.0,1464.0,494.0,1018.0,352.0,49.0,304.0,50.0
2015/01/10 10:00,322.0,982.0,1463.0,785.0,1088.0,372.0,171.0,237.0,51.0
2015/01/10 11:00,323.0,1099.0,1463.0,763.0,619.0,855.0,244.0,166.0,50.0
2015/01/10 12:00,326.0,1102.0,1465.0,427.0,602.0,534.0,259.0,107.0,50.0
2015/01/10 13:00,329.0,1088.0,1465.0,528.0,570.0,505.0,266.0,94.0,51.0
2015/01/10 14:00,321.0,972.0,1465.0,512.0,575.0,505.0,250.0,102.0,50.0
2015/01/10 15:00,319.0,957.0,1465.0,154.0,677.0,319.0,218.0,131.0,50.0
2015/01/10 16:00,319.0,939.0,1464.0,127.0,721.0,353.0,160.0,138.0,51.0
2015/01/10 17:00,325.0,857.0,1464.0,211.0,951.0,343.0,67.0,205.0,50.0
2015/01/10 18:00,323.0,842.0,1465.0,471.0,1226.0,605.0,3.0,317.0,50.0
2015/01/10 19:00,319.0,1002.0,1468.0,491.0,1263.0,655.0,0.0,485.0,50.0
2015/01/10 20:00,317.0,1078.0,1470.0,503.0,1245.0,665.0,0.0,566.0,51.0
2015/01/10 21:00,320.0,1081.0,1469.0,759.0,1176.0,382.0,0.0,632.0,51.0
2015/01/10 22:00,322.0,968.0,1469.0,705.0,1116.0,432.0,0.0,671.0,51.0
2015/01/10 23:00,318.0,802.0,1469.0,284.0,1243.0,314.0,0.0,540.0,44.0
2015/01/11 00:00,322.0,822.0,1469.0,56.0,961.0,184.0,0.0,452.0,41.0
2015/01/11 01:00,324.0,643.0,1469.0,122.0,900.0,228.0,0.0,433.0,42.0
2015/01/11 02:00,325.0,651.0,1469.0,44.0,440.0,168.0,0.0,586.0,43.0
2015/01/11 03:00,325.0,475.0,1446.0,0.0,257.0,107.0,0.0,1042.0,43.0
2015/01/11 04:00,321.0,414.0,1352.0,0.0,353.0,92.0,0.0,1319.0,40.0
2015/01/11 05:00,318.0,414.0,1160.0,0.0,292.0,92.0,0.0,1419.0,37.0
2015/01/11 06:00,320.0,421.0,1268.0,0.0,387.0,92.0,0.0,1305.0,38.0
2015/01/11 07:00,313.0,420.0,1433.0,0.0,346.0,155.0,0.0,1211.0,39.0
2015/01/11 08:00,318.0,420.0,1453.0,1.0,395.0,195.0,0.0,1245.0,39.0
2015/01/11 09:00,320.0,432.0,1436.0,157.0,330.0,165.0,47.0,1204.0,39.0
2015/01/11 10:00,322.0,454.0,1466.0,148.0,312.0,214.0,167.0,1134.0,39.0
2015/01/11 11:00,328.0,447.0,1437.0,154.0,220.0,444.0,242.0,1083.0,41.0
2015/01/11 12:00,335.0,443.0,1418.0,132.0,293.0,544.0,271.0,1104.0,41.0
2015/01/11 13:00,325.0,436.0,1409.0,162.0,290.0,597.0,284.0,957.0,39.0
2015/01/11 14:00,331.0,433.0,1410.0,137.0,358.0,525.0,280.0,753.0,42.0
2015/01/11 15:00,331.0,431.0,1458.0,10.0,670.0,353.0,256.0,575.0,41.0
2015/01/11 16:00,327.0,518.0,1449.0,0.0,513.0,341.0,199.0,652.0,41.0
2015/01/11 17:00,321.0,637.0,1429.0,11.0,589.0,204.0,89.0,792.0,42.0
2015/01/11 18:00,321.0,647.0,1468.0,674.0,765.0,419.0,4.0,1016.0,42.0
2015/01/11 19:00,324.0,745.0,1469.0,927.0,891.0,611.0,0.0,1173.0,41.0
2015/01/11 20:00,322.0,771.0,1470.0,967.0,936.0,776.0,0.0,1278.0,42.0
2015/01/11 21:00,317.0,773.0,1469.0,1034.0,1039.0,780.0,0.0,1356.0,42.0
2015/01/11 22:00,319.0,736.0,1468.0,740.0,1008.0,526.0,0.0,1362.0,42.0
2015/01/11 23:00,316.0,735.0,1469.0,426.0,914.0,332.0,0.0,1230.0,42.0
2015/01/12 00:00,322.0,533.0,1468.0,71.0,990.0,357.0,0.0,1163.0,41.0
2015/01/12 01:00,320.0,412.0,1468.0,9.0,642.0,179.0,0.0,958.0,42.0
2015/01/12 02:00,320.0,412.0,1468.0,0.0,480.0,151.0,0.0,755.0,41.0
2015/01/12 03:00,319.0,414.0,1468.0,0.0,400.0,151.0,0.0,617.0,39.0
2015/01/12 04:00,316.0,414.0,1468.0,0.0,334.0,256.0,0.0,597.0,40.0
2015/01/12 05:00,314.0,433.0,1468.0,0.0,314.0,251.0,0.0,681.0,39.0
2015/01/12 06:00,311.0,559.0,1468.0,3.0,411.0,314.0,0.0,778.0,40.0
2015/01/12 07:00,311.0,997.0,1468.0,180.0,854.0,609.0,0.0,860.0,41.0
2015/01/12 08:00,304.0,1407.0,1468.0,408.0,888.0,486.0,0.0,954.0,47.0
2015/01/12 09:00,314.0,1615.0,1468.0,748.0,1176.0,854.0,28.0,1057.0,49.0
2015/01/12 10:00,321.0,1681.0,1468.0,880.0,1308.0,812.0,140.0,991.0,50.0
2015/01/12 11:00,318.0,1519.0,1468.0,812.0,1322.0,725.0,228.0,961.0,50.0
2015/01/12 12:00,321.0,1466.0,1467.0,583.0,1179.0,285.0,263.0,821.0,50.0
2015/01/12 13:00,320.0,1456.0,1468.0,302.0,1104.0,245.0,269.0,757.0,49.0
2015/01/12 14:00,309.0,1451.0,1468.0,237.0,1070.0,255.0,244.0,720.0,49.0
2015/01/12 15:00,303.0,1479.0,1468.0,95.0,1118.0,311.0,217.0,590.0,50.0
